;Unnamed: 0;_id;aut;author_gender;created_at;full_text;id_str;in_reply_to_status_id;in_reply_to_tweet;in_reply_to_user_id;is_sexist;msg;person_1;person_2;receiver_gender;retweet_count;sentiment_1;sentiment_2;sexist_1;sexist_2;user_id
96;22025;5a9934330842191684e79bb4;1;1;Tue Jan 23 22:33:31 +0000 2018;@aescarp Democràcia... on us heu perdut?;955931527715721217;955870669627121670;;497099474;;reply;3.0;1.0;0;0;0;0;0;0;15051342
97;6762;5a9934310842191684e651a4;1;1;Fri Dec 29 09:08:53 +0000 2017;Capitalismo de amiguetes o corrupción pura y dura @dgpastor https://t.co/tIX9ddtwU8;946669341738708992;;;;;mention;4.0;2.0;0;22;0;0;0;0;211258020
98;62152;5a9934360842191684e933af;1;-1;Wed Feb 21 17:17:12 +0000 2018;@NUET @324cat Un professional honest;966361171866669062;965900031520923648;;17199998.0;;reply;1.0;3.0;0;0;0;0;0;0;910582228010377217
99;5107;5a9934340842191684e87e2b;1;1;Fri Feb 09 22:08:07 +0000 2018;@luistudanca Habla bien! Y cuando hables así de alguien piensa que en tu partido está un tal Rodriguez Zapatero;962085730578325506;;;;;mention;2.0;1.0;0;0;0;0;0;0;281493324
102;6356;5a9c74640842190dbf51ee94;1;1;Wed Feb 14 11:08:24 +0000 2018;@meripita44 bla bla bla bla Algo mas ? desde dentro no se cambia nada si no tonterias y a chupar como los que mas;963731647408549888;;;;;mention;1.0;2.0;0;0;0;0;0;0;1853998112
104;60858;5a9c74640842190dbf529a29;0;-1;Wed Feb 14 22:05:41 +0000 2018;@solsona_marc @Pdemocratacat Moltes gràcies! Tinc un bon model on emmirallar-me.;963897057143611392;963893138405326853;;444509156.0;;reply;2.0;3.0;1;0;0;0;0;0;2381824175
106;10118;5a9c74640842190dbf51fd46;1;1;Sun Feb 11 14:40:20 +0000 2018;@isauralealf @PSOE Pero el Psoe facilitando la investidura de Marianico el recorto.... manda huevos!;962697815939010560;962350336139816961;;555395673.0;;reply;1.0;4.0;-1;0;0;0;0;0;904745280
107;28178;5a9934340842191684e84d2c;1;-1;Mon Feb 05 13:41:32 +0000 2018;@mjburuaga Así es, se piensa siempre en la gente, no en intereses propios, por eso el pueblo es sabio y vota, por quien verdaderamente mira por los intereses de Santander;960508694344683521;960501489985839104;;8.355518168761795e+17;;reply;4.0;1.0;0;1;0;0;0;0;952939664117256193
108;14844;5a9934340842191684e81916;1;1;Thu Feb 08 18:13:23 +0000 2018;@sanchezcastejon @CiudadanosCs No me queda claro...cuando gobiernes este rico país llamado España, vamos a tener que ir algun dia al mes a trabajar o nos va a llegar la nomina a casa diectamente?;961664268302278656;961578446408298497;;68740712.0;;reply;4.0;3.0;1;0;0;0;0;0;611236206
110;67986;5a9934360842191684e94a79;1;-1;Thu Feb 22 16:39:06 +0000 2018;@Alber_Canarias @pensionazo_no Ahora falta que voten con cabeza;966713973818232832;966662598656655361;;3380065859.0;;reply;2.0;3.0;1;1;0;0;0;0;928373598305255424
111;21792;5a9934330842191684e79acb;1;1;Thu Jan 25 05:56:09 +0000 2018;@sergiobarcelona @Toniangos https://t.co/nGr5zdl0ZA;956405309567840262;956253562618695680;;144858381;;reply;3.0;2.0;0;0;0;0;0;0;922143225137295360
112;11713;5a9934340842191684e80cdb;1;1;Tue Jan 30 14:20:11 +0000 2018;@anapastorjulian @CasaReal Al unico rey que reconocemos, heredo al trono de Españistan es a Froilan!!;958344093083623430;958314799263252480;;307570052.0;;reply;1.0;4.0;-1;0;0;0;0;0;1628079822
113;16699;5a9934310842191684e6648b;1;1;Thu Dec 28 15:34:15 +0000 2017;@idlserna De la Serna apoye al servicio público del taxi y no a multinazionales evasoras de impuestos #defendamosserviciopublico https://t.co/QVmbBwZvOi;946403933089619968;946370399314595840;;188803599.0;;reply;1.0;3.0;0;0;0;0;0;0;719979744025034752
114;18773;5a9c74630842190dbf50fa88;1;-1;Mon Jan 15 14:40:56 +0000 2018;@tomasmarcos La realidad es que se olvida del deporte en su globalidad Como también de la cultura, la accesibilidad, ... se olvida que está al frente de un Ayuntamiento que hay que gestionar;952913497184194560;952659927436316672;;144995624.0;;reply;2.0;3.0;0;0;0;0;0;0;43858422
115;21602;5a9c74640842190dbf519f04;1;1;Tue Jan 30 19:19:51 +0000 2018;@teresavallverdu @rogertorrent Això es fàcil, investiu l'Albiol i fora el 155;958419508225552384;958345071782490112;;253281260.0;;reply;3.0;1.0;-1;0;0;0;0;0;2279822795
116;20054;5a9934330842191684e79401;1;1;Tue Jan 23 16:14:53 +0000 2018;@junqueras Anins poc puc di, indinat vicepresident.;955836242616311808;954054368063623168;;31416615;;reply;4.0;1.0;0;0;0;0;0;0;123650469
117;11247;5a9c74630842190dbf4fbf11;1;1;Sat Dec 23 17:42:29 +0000 2017;.@lolamerino68: En los presupuestos de 2018 no hay dinero para cumplir las promesas de Page ni para pagar todo lo que debe al sector agrario.  https://t.co/gLFQZxpvX0 https://t.co/vX1qtfkCg7;944624263469858816;;;;;mention;3.0;2.0;0;1;0;0;0;0;354781829
118;25577;5a9c74640842190dbf5239a9;1;-1;Thu Feb 08 22:38:54 +0000 2018;@Felisuco_ y la gracia donde ta? Felisuco, estás bien? Anda,  deja Ciudadanos y vuelve a los escenarios....al teatro. Mucha mierda!!;961731090263224320;961604199690711040;;238275157.0;;reply;3.0;1.0;0;0;0;0;0;0;931626520778629121
119;19361;5a9934300842191684e61ad5;1;-1;Sat Dec 23 19:18:43 +0000 2017;@ccifuentes @EmiliaPinto19 de teleoperadores? Yo emigro a Cataluña.;944648482798952449;942479134558752768;;18265605.0;;reply;3.0;2.0;-1;0;0;0;0;0;890662376827224064
120;17841;5a9934320842191684e6fe45;1;1;Tue Jan 09 22:22:12 +0000 2018;@PatriciaHdezGut Creo que ni él lo sabe. La demagogia es muy fácil de usar cuando no se quiere/sabe hacer nada. #EsAsí;950855252546342912;950854264091537410;;436843405;;reply;3.0;2.0;0;1;0;0;0;0;224607633
122;9896;5a9934320842191684e6df3c;1;-1;Sat Jan 13 13:07:31 +0000 2018;@MaesePads @telemadrid me sorprende gratamente;952165210894360576;952162929394307072;;338560854;;reply;4.0;1.0;0;0;0;0;0;0;724613035738968064
123;14810;5a9c74640842190dbf51847c;1;-1;Mon Feb 05 19:02:36 +0000 2018;@juralde Pues q no compre ni Dios en el Corte Ingles de Salamanca hasta q no devuelvan lo q no es suyo¡;960589490921377792;960581410926092288;;69060709.0;;reply;2.0;1.0;1;0;0;0;0;0;569498265
124;8426;5a9934300842191684e60eda;1;1;Fri Dec 22 07:16:43 +0000 2017;@hugomabarca Éste es el problema:  https://t.co/IAlG4sSEDq;944104395356110848;;;;;mention;3.0;1.0;0;0;0;0;0;0;875010501478162432
126;27209;5a9c74640842190dbf51b4eb;1;1;Tue Feb 06 13:56:47 +0000 2018;@PabloRodriguezV Gran trabajo y el @GranCanariaCab  cuanto a invertido ?;960874919407079425;960807783552770048;;58660023.0;;reply;3.0;2.0;1;0;0;0;0;0;1705826834
127;2449;5a9c74640842190dbf51df51;1;-1;Tue Feb 06 14:48:32 +0000 2018;@CarlesTgna I know😉;960887942389686272;;;;;mention;3.0;1.0;0;0;0;0;0;0;92613854
129;6713;5a9934320842191684e75fe4;1;1;Thu Jan 25 13:36:17 +0000 2018;@EquipoClavijo como se paga a toda esta gente que esta sentado en esta mesa, cuando la economia real dice todo lo contrario. No olvidemos tambien que el parlamento gasta mas de 90mil€ en dietas. ¿de donde sale todo ese dinero?;956521104482369536;;;;;mention;4.0;1.0;0;0;0;0;0;0;221055190
130;22473;5a9c74630842190dbf507be5;1;1;Sat Jan 13 12:20:48 +0000 2018;@EduMadina: Un horizonte compartido de país   https://t.co/lrELGezn2V https://t.co/ORvnHSE5Oi;952153456365785088;None;;380808030;;reply;3.0;4.0;0;0;0;0;0;0;137409865
131;63815;5a9c74650842190dbf533b73;1;1;Sun Mar 04 10:53:19 +0000 2018;@lluis_llach @sra_danvers Amen;970250832355774464;968938393341255680;;2794107508.0;;reply;3.0;1.0;0;0;0;0;0;0;430846174
132;26572;5a9934320842191684e72060;1;1;Mon Jan 15 19:13:30 +0000 2018;@JavierMaroto Estoy a favor;952982088583610369;952107461418409984;;66940461;;reply;1.0;4.0;0;0;0;0;0;0;867341169885401088
133;7546;5a9c74640842190dbf51681c;1;1;Thu Feb 08 09:29:01 +0000 2018;@RafaCatalaPolo @Congreso_Es Usted es un maniPPulador mas temprano k tarde le van a juzgar, y no sus jueces corruPPtos y maniPPulados, el pueblo le va a machacar;961532309278220288;961179179793420288;;4230619467.0;;reply;3.0;1.0;1;0;0;0;0;0;2869258626
134;5991;5a9c74640842190dbf51ed27;1;-1;Fri Feb 16 09:56:41 +0000 2018;Fantástico artículo de @PatriciaReyesCs  https://t.co/iV5M0lp2G7;964438376299479040;;;;;mention;1.0;3.0;0;0;0;0;0;0;160163918
135;46988;5a9c74640842190dbf528046;1;1;Thu Feb 22 15:17:55 +0000 2018;Retweeted jordi salvador duch (@jsalvadorduch):El cap policial que investiga el procés hauria fet tuits... https://t.co/fO8M3pWdZJ;966693540804923393;;;;;mention;2.0;4.0;0;0;0;0;0;0;766806939510550528
136;18008;5a9c74630842190dbf4f8114;1;1;Wed Dec 20 13:50:08 +0000 2017;@GFVara Si la gente de la calle insistimos, si. Como tengamos que esperar las acciones políticas..... Algún día será dentro de otros 20 años;943478626498072576;943399878918537216;;158658247.0;;reply;4.0;1.0;1;0;0;0;0;0;519023849
137;22319;5a9c74630842190dbf507b4b;1;1;Thu Jan 11 17:34:31 +0000 2018;@TeresaJorda @ForcadellCarme  https://t.co/EKjz4a2o28;951507627242115072;951419792149417984;;395485571;;reply;1.0;2.0;0;0;0;0;0;0;187526043
138;26126;5a9c74640842190dbf51b0b0;1;1;Wed Feb 07 14:17:15 +0000 2018;@paulapra2 debe dimitir e de paso, pasarse polo psiquiatra a facerse mirar. Ata o seus compañeiros do PP son conscientes de que se lle vai a olla. O espectáculo de hoxe no parlamento debe server para que lle den unha chamada á orde e ò respeto e a abandoar actitudes fascistas.;961242457022267392;None;;251305508.0;;reply;2.0;3.0;0;0;0;0;0;0;2469388194
140;14499;5a9934340842191684e817bd;1;1;Thu Feb 08 17:49:02 +0000 2018;@Albert_Rivera Sr. @Albert_Rivera no nos cansamos de agradecerles sus palabras de apoyo a la #EquiparacionYa, demuestrenos que tampoco nos cansaremos de agradecerle sus hechos, mostrándose firme en la #EquiparacionPge2018, #ProhibidoRendirse, @jusapol;961658143121072128;961529297365274624;;108994652.0;;reply;1.0;2.0;1;0;0;0;0;0;1355579288
142;27307;5a9c74640842190dbf51b54d;1;-1;Fri Feb 02 15:53:54 +0000 2018;@AytoCandelaria 💚🇮🇨Privilegio acompañar a nuestra #MORENITA #DIADELACANDELARIA invierno o verano allí estoy dando gracias y pidiendo ganas de trabajar, amor y salud para todos. Me correspondió recibir el Pendón de su Alcaldesa @AytoCandelaria y entregarlo al prior #basílica Gracias 🙏🏾‼️ https://t.co/XjFQ0Uf3Gv;959454840479985664;959383287855828992;;144160985.0;;reply;1.0;3.0;-1;0;0;0;0;0;144160985
143;64046;5a9c74640842190dbf52a69d;1;1;Fri Feb 23 13:45:19 +0000 2018;@AlfonsoAlonsoPP https://t.co/8By5o9X7af;967032625532735488;None;;437586117.0;;reply;2.0;4.0;1;0;0;0;0;0;1190215597
144;7883;5a9934310842191684e6d75f;1;1;Wed Jan 17 09:42:14 +0000 2018;@hackbogado No sé, no sé. No está especialmente previsto en el Reglamento. Sería un golpe de estado, como mínimo. Con uso de violencia si el megáfono estuviera con pilas nuevas;953563100380323840;953555212089942016;;378255901;;reply;4.0;3.0;0;0;0;0;0;0;2245513909
145;11725;5a9c74630842190dbf5051e9;1;-1;Wed Jan 17 11:12:21 +0000 2018;@junqueras @martarovira Tots els empresonats i exiliats sou presents al Parlament representats per un llaç groc.  També sugerim que es posi un llaç groc a la llotja de visites per en Jordi Cuixart.   Tots sou sempre presents als nostres cors.   Seguim!;953585780814942209;953584236916768769;;31416615;;reply;4.0;3.0;0;1;0;0;0;0;910607855434203137
147;15776;5a9c74640842190dbf518842;1;1;Thu Feb 08 17:30:32 +0000 2018;@agarzon Para la clase la tuya cobrando del papa estado cantidades inalcanzables para los trabajadores;961653484822163459;961649848716992512;;11904592.0;;reply;4.0;1.0;1;0;0;0;0;0;834033780201549828
148;20266;5a9c74640842190dbf5224ea;1;1;Thu Feb 15 00:36:00 +0000 2018;@CsFernavarro @Tonicanto1 Sois especialistas en crear conflictos donde no los hay. Pero no os saldrá gratis. Suerte;963934887819563008;963701735201140737;;3947076561.0;;reply;1.0;4.0;1;0;0;0;0;0;337395301
149;26371;5a9c74640842190dbf523cc3;1;1;Fri Feb 16 13:02:52 +0000 2018;@XavierDomenechs https://t.co/9xZHGSaKmS;964485227199520768;964154215382900736;;191102437.0;;reply;1.0;4.0;1;0;0;0;0;0;4805006535
152;1877;5a9934320842191684e74d00;1;1;Wed Jan 17 16:36:58 +0000 2018;"Aunque asiduo a los artículos de @iurquizu en los medios de comunicación, fue a raíz de asistir a una conferencia suya en Huelva el pasado mes de noviembre, cuando decidí leer su libro, “La crisis de representación en España”, lectura que recomiendo. =&gt; https://t.co/6mYuJg8SZy https://t.co/yiYo36tfId";953667472133107713;;;;;mention;2.0;3.0;0;2;0;0;0;0;597652520
153;25152;5a9c74630842190dbf50865c;1;-1;Mon Jan 15 18:00:14 +0000 2018;@mdcospedal https://t.co/90diSdiQPl;952963654080782336;None;;220958101;;reply;1.0;4.0;0;0;0;0;0;0;214439124
154;2324;5a9c74640842190dbf51ded4;1;1;Sat Feb 10 14:42:56 +0000 2018;Esta mañana en San Ildefonso con nuestro diputado @_martinbarra, gran conocedor del barrio, nos ha llegado este sombrero carnavalesco conmemorando el 50 aniversario del CEIP San Ildefonso. Felicidades por vuestra efeméride y por vuestra labor educativa. #Cornella https://t.co/zRUHC5ScqZ;962336082758074369;;;;;mention;4.0;2.0;0;5;0;0;0;0;885088392433852416
155;45172;5a9c74640842190dbf527f74;1;1;Tue Feb 20 11:39:45 +0000 2018;"[RdP]🎙️@Lucia___M: ""Existe una guerra partidista y electoralista entre Cs y el PP, y la amenaza del PP de reventar el modelo de inmersión lingüística en Catalunya responde a esa guerra https://t.co/NhkalMlVP1";965913863446286336;;;;;mention;4.0;3.0;0;15;0;0;0;0;3906310100
156;879;5a9934330842191684e7e289;1;1;Mon Feb 05 15:00:16 +0000 2018;@EBataller;960528506764611586;;;;;mention;3.0;4.0;0;0;0;0;0;0;958460319805988864
158;10836;5a9c74640842190dbf5174f6;1;1;Wed Feb 07 10:21:40 +0000 2018;@joanbaldovi @Albert_Rivera ¿Si, como?;961183172603105280;960882368348409856;;378944786.0;;reply;4.0;2.0;1;0;0;0;0;0;296224102
159;9631;5a9c74630842190dbf5049bb;1;1;Sun Jan 14 18:42:09 +0000 2018;"@suma_cero El eterno retorno de jamás cuestionar la subordinación periférica mediterránea; mirar al Norte como amo y señor.";952611813711073280;952610903232532481;;3312540178;;reply;3.0;1.0;0;1;0;0;0;0;796497875765198849
161;60097;5a9934360842191684e92ba8;1;1;Tue Feb 20 18:17:05 +0000 2018;@martapascal Estás segura https://t.co/h4vHb2R5X7;966013857394241537;965931269350621185;;112508872.0;;reply;1.0;3.0;-1;0;0;0;0;0;915190108000854016
162;65153;5a9c74640842190dbf52aaf0;1;-1;Fri Feb 23 08:15:05 +0000 2018;@DiegoCalvoPouso @acorunapp https://t.co/flKYNNGOtm;966949522818531328;None;;802164014.0;;reply;2.0;3.0;1;0;0;0;0;0;334798243
163;25630;5a9c74630842190dbf50883a;1;-1;Wed Jan 17 17:35:13 +0000 2018;@zoidoJI @policia Sr. la verdad que leo estas palabras y me da vergüenza ajena, después de lo de ayer, la felicitación  es humillante, si dejara de escribir en las redes sociales el calentamiento global iría más despacio, se lo puedo asegurar.   #EquiparacionYa @jusapol;953682132521684996;953618241276047360;;169843986;;reply;2.0;4.0;0;0;0;0;0;0;776093978
164;11631;5a9c74640842190dbf52032f;1;-1;Thu Feb 08 16:49:47 +0000 2018;@oriolamat Notícies positives Ens fa molta falta que algú faci aquesta feina Ho diu una ex-alumne teva Gràcies pel teu rigor i perseverança;961643231430742018;961324271988625408;;128587123.0;;reply;1.0;3.0;0;0;0;0;0;0;970938588
168;67460;5a9c74640842190dbf52b3f3;1;1;Tue Feb 20 12:02:54 +0000 2018;@idlserna @marianorajoy Inacción Rajoy. Nuestra política.;965919689070252033;965910713276518401;;188803599.0;;reply;2.0;1.0;0;0;0;0;0;0;907011784053325824
169;9759;5a9c74630842190dbf50d752;1;1;Tue Jan 16 21:53:14 +0000 2018;@pbustinduy @Pablo_Iglesias_ sois una mierda, Israel hace bien;953384674327453702;952809492844105728;;597499972.0;;reply;3.0;2.0;0;0;0;0;0;0;1411025456
170;786;5a9934340842191684e86d4a;1;1;Thu Feb 15 19:55:35 +0000 2018;@GLlamazares Ni se entiende lo que dice usted, ni es verosímil lo que escribe, aunque sea Trump.;964226702917472261;;;;;mention;2.0;1.0;0;0;0;0;0;0;125131199
172;71507;5a9c74640842190dbf52c3c2;1;1;Sat Feb 24 09:36:29 +0000 2018;@JoanTarda 😂😂😂😂😂😂😂😂 Son uds unos cachondos, Tardà;967332393261641728;967296112116817920;;363696047.0;;reply;3.0;4.0;1;0;0;0;0;0;970735844
173;4260;5a9934330842191684e7efbe;1;1;Tue Jan 30 11:48:51 +0000 2018;@raulmorenom si nos abst es porque reformaremos todo el sistema de pensiones y no pondremos parches. Te recuerdo que ZP las congeló.;958306009289764864;;;;;mention;1.0;2.0;0;0;0;0;0;0;3080351291
175;16722;5a9c74630842190dbf50f285;1;1;Wed Jan 24 12:29:55 +0000 2018;"@javier_asturias : ""Si la autonomía existe como derecho, es porque se proclama la unidad como principio"".";956142016836063232;None;;194533267.0;;reply;1.0;3.0;0;0;0;0;0;0;346495183
176;26099;5a9c74640842190dbf523bb3;1;-1;Wed Feb 14 19:17:45 +0000 2018;@abalosmeco Estaremos por nosotras y las que vendrán! Como siempre. #DerechosSocialesSocialistas 🌹🌹👍;963854796296945664;963845820457082880;;202372417.0;;reply;1.0;2.0;1;1;0;0;0;0;3082479237
177;6049;5a9934340842191684e881d9;1;1;Mon Feb 12 15:08:03 +0000 2018;Bien la derogacion de la reforma laboral del PP, pero ya puestos compañera,  tambien la de ZP. ese 5% esquilmado quiero que me esquilmaron. Digo @tamarayar;963067181675069440;;;;;mention;4.0;1.0;0;0;0;0;0;0;921299891086864384
178;67380;5a9934360842191684e9481b;1;-1;Fri Feb 23 16:57:58 +0000 2018;@idlserna @AntonioRomanJ Y si tomamos medidas para menos coches y ese dinero lo damos para pensiones, vía presupuesto?@sanchezcastejon;967081108331548672;966710808074956800;;188803599.0;;reply;2.0;4.0;0;0;0;0;0;0;787332336820060160
179;9161;5a9934310842191684e6dc5d;1;1;Thu Jan 11 21:10:01 +0000 2018;@Chamorro555 los  gobiernos  no atienden  solo  sus  asuntos  personales  los  demás  les importan  un pimiento;951561859731279873;951500917618159616;;2807311831;;reply;2.0;3.0;0;0;0;0;0;0;380429679
180;19226;5a9934330842191684e790c5;1;1;Wed Jan 24 12:12:53 +0000 2018;@gebelque Antes que la verdad, y que la democracia y que la justicia y que el honor.... la lista es larga y hace que sea todo por su parte muy miserable.;956137730165166086;956095189935849474;;189971995.0;;reply;2.0;1.0;0;1;0;0;0;0;460512850
181;8128;5a9c74630842190dbf5043dc;1;-1;Wed Jan 17 17:53:50 +0000 2018;@TeresaRodr_ Es una bruja q debería estar fregando platos;953686818683326471;953331588154216450;;784574954;;reply;1.0;3.0;0;0;0;0;0;0;480239737
183;10852;5a9c74640842190dbf517506;1;1;Tue Feb 06 19:31:28 +0000 2018;@joanbaldovi Rafael Hernando és real o és un personatge?;960959143698976769;None;;378944786.0;;reply;3.0;4.0;1;0;0;0;0;0;544278656
185;16299;5a9934310842191684e662fb;1;1;Wed Dec 27 10:26:20 +0000 2017;@ainhoaaznarEZ @jovenmaori Zorionak gaztetxo!;945964056942383104;945962589112164353;;828867758.0;;reply;2.0;3.0;-1;1;0;0;0;0;498235560
186;26069;5a9c74630842190dbf5089f1;1;1;Wed Jan 17 20:31:04 +0000 2018;@Albert_Rivera Van hacer el teatrillo de presentar a Puigdemon de presidente para que sea el estado quien lo recurra , luego seguramente a otras elecciones. Y si vamos a otras elecciones sin cambiar la ley electoral es que nos pueden llamar pasotas desde resto del mundo.;953726387302658048;953682331130212353;;108994652;;reply;1.0;4.0;0;0;0;0;0;0;456760169
187;13527;5a9c74630842190dbf4fe660;1;1;Tue Jan 09 13:57:55 +0000 2018;"@TeresaRodr_ Si ayuda a hombres maltratados también y sigue siendo eficaz, por que no?? He pensado si escribir este comentario, pues ya me has tachado de facha, pero he pensado ""claro que si, tienes que decir lo que piensas""..  . Facha es no aceptar las ideas de los demas.";950728344101949442;950688562214731776;;784574954.0;;reply;1.0;4.0;-1;0;0;0;0;0;376450549
188;1577;5a9c74640842190dbf51dbe9;1;1;Fri Feb 16 11:20:24 +0000 2018;@LorenaRuiz_H Guapa Infórmate bien del tema Cataluña porque no tienes ni idea de lo que hablas siempre ay que ir a una televisión documentada no hablar por hablar y mentir.;964459442036248577;;;;;mention;4.0;1.0;0;0;0;0;0;0;862309421686435840
